field_correct,generation_ms,hard_stage,mode,observed,ready,ready_count,request,request_index,required_count,stage_index,steps,variant
"{'airport': True, 'sla': True, 'date': True}",1600.3314850386232,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,1,128,all_high
{'dispatch': True},1505.9166540158913,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",493.44730598386377,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.6255269730464,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,1,16,all_low
{'dispatch': True},519.985310966149,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.4427689984441,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1600.9334129048511,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,1,128,low_stage_0
{'dispatch': True},1506.179149961099,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1472.3738490138203,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",575.1252400223166,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,1,16,low_stage_1
{'dispatch': True},1505.6066190591082,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1473.2396930921823,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1600.481629022397,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,1,128,low_stage_2
{'dispatch': True},521.0736570879817,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1470.5393729964271,2,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""standard""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1601.6526010353118,2,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S2""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,1,128,all_high
{'dispatch': False},1505.6744769681245,2,chained,"{""dispatch"": ""CDG-261115-S2""}",False,0,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",492.7378660067916,2,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""standard""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.5631090356037,2,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S2""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,1,16,all_low
{'dispatch': False},520.4825800610706,2,chained,"{""dispatch"": ""CDG-261115-S2""}",False,0,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.0387149322778,2,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""standard""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1600.359617965296,2,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S2""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,1,128,low_stage_0
{'dispatch': False},1506.1275019543245,2,chained,"{""dispatch"": ""CDG-261115-S2""}",False,0,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1471.369220991619,2,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""standard""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",575.152411009185,2,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S2""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,1,16,low_stage_1
{'dispatch': False},1506.2470879638568,2,chained,"{""dispatch"": ""CDG-261115-S2""}",False,0,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1470.4202690627426,2,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""standard""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1601.0329300770536,2,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S2""}",True,3,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,3,1,128,low_stage_2
{'dispatch': False},521.5574610047042,2,chained,"{""dispatch"": ""CDG-261115-S2""}",False,0,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1471.2386940373108,0,chained,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1600.6597250234336,0,chained,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,1,128,all_high
{'dispatch': True},1505.9385149506852,0,chained,"{""dispatch"": ""AUS-20270422-S3""}",True,1,Open a economy trip ticket to Austin for 2027-04-22.,27,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",492.3340840032324,0,chained,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.9539969945326,0,chained,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,1,16,all_low
{'dispatch': False},520.1956479577348,0,chained,"{""dispatch"": ""AUS-270422-S3""}",False,0,Open a economy trip ticket to Austin for 2027-04-22.,27,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",491.76487897057086,0,chained,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1601.3191009406,0,chained,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,1,128,low_stage_0
{'dispatch': True},1506.3428890425712,0,chained,"{""dispatch"": ""AUS-20270422-S3""}",True,1,Open a economy trip ticket to Austin for 2027-04-22.,27,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1472.9165339376777,0,chained,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",575.0042110448703,0,chained,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,1,16,low_stage_1
{'dispatch': True},1511.1188399605453,0,chained,"{""dispatch"": ""AUS-20270422-S3""}",True,1,Open a economy trip ticket to Austin for 2027-04-22.,27,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1473.1011219555512,0,chained,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1601.2259549461305,0,chained,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,27,3,1,128,low_stage_2
{'dispatch': False},521.1319470545277,0,chained,"{""dispatch"": ""AUS-270422-S3""}",False,0,Open a economy trip ticket to Austin for 2027-04-22.,27,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1470.9721909603104,1,chained,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""urgent""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1600.8629091084003,1,chained,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S1""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,1,128,all_high
{'dispatch': True},1506.302954046987,1,chained,"{""dispatch"": ""LHR-20260905-S1""}",True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",494.4722020300105,1,chained,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""urgent""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.1638349825516,1,chained,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S1""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,1,16,all_low
{'dispatch': True},519.8334050364792,1,chained,"{""dispatch"": ""LHR-20260905-S1""}",True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.6697079790756,1,chained,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""urgent""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1600.5887410137802,1,chained,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S1""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,1,128,low_stage_0
{'dispatch': True},1505.8023380115628,1,chained,"{""dispatch"": ""LHR-20260905-S1""}",True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1472.3883260739967,1,chained,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""urgent""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",574.756984016858,1,chained,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S1""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,1,16,low_stage_1
{'dispatch': True},1506.2824609922245,1,chained,"{""dispatch"": ""LHR-20260905-S1""}",True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1471.3324450422078,1,chained,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""urgent""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1601.1265029665083,1,chained,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S1""}",True,3,Create a urgent travel dispatch for London on 2026-09-05.,28,3,1,128,low_stage_2
{'dispatch': True},521.8240880640224,1,chained,"{""dispatch"": ""LHR-20260905-S1""}",True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1471.8926220666617,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""standard""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1601.870976970531,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S2""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,1,128,all_high
{'dispatch': True},1505.5575739825144,2,chained,"{""dispatch"": ""AMS-20270212-S2""}",True,1,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",493.3860000455752,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""standard""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",572.5525430170819,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S2""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,1,16,all_low
{'dispatch': True},520.6307970220223,2,chained,"{""dispatch"": ""AMS-20270212-S2""}",True,1,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.94082005508244,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""standard""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1600.3250899957493,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S2""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,1,128,low_stage_0
{'dispatch': True},1505.548877059482,2,chained,"{""dispatch"": ""AMS-20270212-S2""}",True,1,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1472.9853039607406,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""standard""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",575.4919409519061,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S2""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,1,16,low_stage_1
{'dispatch': True},1505.1160199800506,2,chained,"{""dispatch"": ""AMS-20270212-S2""}",True,1,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1472.0589750213549,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""standard""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1600.2040409948677,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S2""}",True,3,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,1,128,low_stage_2
{'dispatch': True},521.5067500248551,2,chained,"{""dispatch"": ""AMS-20270212-S2""}",True,1,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,1,2,16,low_stage_2
